weekday,weekday_fct,weekday_chr,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month,month_chr,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,412,2012-02-16,2,274,941.6672719999999,7500,402,74,2931,3005
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,413,2012-02-17,2,368,966.483124,6300,871,349,3805,4154
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,414,2012-02-18,2,368,970.8713,5300,804,1435,2883,4318
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,415,2012-02-19,2,227,867.2509279999999,5100,1072,618,2071,2689
Monday,NA,other,Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,416,2012-02-20,2,227,876.039996,5000,1005,502,2627,3129
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,417,2012-02-21,2,227,901.150628,5900,871,163,3614,3777
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,418,2012-02-22,2,462,1013.9230520000001,5600,1005,394,4379,4773
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,419,2012-02-23,2,603,1073.7795760000001,5500,804,516,4546,5062
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,420,2012-02-24,2,509,1035.082476,7300,1005,246,3241,3487
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,421,2012-02-25,2,227,855.5603,3900,1876,317,2415,2732
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,422,2012-02-26,2,227,870.1640480000001,4100,871,515,2874,3389
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,423,2012-02-27,2,415,973.7948240000001,4900,1139,253,4069,4322
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,424,2012-02-28,2,368,968.6749,3900,804,229,4134,4363
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,425,2012-02-29,2,368,962.83132,8000,804,65,1769,1834
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,426,2012-03-01,3,650,1109.5288759999999,6100,1005,325,4665,4990
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,427,2012-03-02,3,368,975.977352,6500,603,246,2948,3194
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,428,2012-03-03,3,509,1037.996752,6200,670,956,3110,4066
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,429,2012-03-04,3,321,910.292276,4000,1474,710,2713,3423
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,430,2012-03-05,3,133,838.793676,5000,1005,203,3130,3333
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,431,2012-03-06,3,180,854.828552,4500,871,221,3735,3956
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,432,2012-03-07,3,462,1005.1755999999999,5100,1541,432,4484,4916
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,433,2012-03-08,3,744,1166.442224,5600,1943,486,4896,5382
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,434,2012-03-09,3,509,1019.0279479999999,4000,1809,447,4122,4569
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,435,2012-03-10,3,227,881.0986519999999,3500,1005,968,3150,4118
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,436,2012-03-11,3,415,975.7785200000001,4700,938,1658,3253,4911
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,437,2012-03-12,3,603,1091.288352,4800,871,838,4460,5298
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,438,2012-03-13,3,838,1187.625924,6100,1005,762,5085,5847
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,439,2012-03-14,3,838,1194.201252,5000,469,997,5315,6312
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,440,2012-03-15,3,838,1175.9457,5700,670,1005,5187,6192
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,441,2012-03-16,3,556,1064.280724,8400,469,548,3830,4378
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,442,2012-03-17,3,744,1143.833176,7500,469,3155,4681,7836
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,443,2012-03-18,3,650,1096.384,8100,536,2207,3685,5892
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,444,2012-03-19,3,791,1175.941076,7200,670,982,5171,6153
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,445,2012-03-20,3,838,1182.544148,8000,536,1051,5042,6093
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,446,2012-03-21,3,744,1153.326248,8200,402,1122,5108,6230
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,447,2012-03-22,3,838,1174.491452,8300,469,1334,5537,6871
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,448,2012-03-23,3,932,1218.997452,6900,469,2469,5893,8362
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,449,2012-03-24,3,697,1122.663348,8800,804,1033,2339,3372
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,450,2012-03-25,3,556,1065.736128,8800,938,1532,3464,4996
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,451,2012-03-26,3,556,1067.195,4700,1675,795,4763,5558
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,452,2012-03-27,3,321,924.896024,2800,804,531,4571,5102
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,453,2012-03-28,3,650,1104.4181999999998,4800,1273,674,5024,5698
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Good,other,NA,454,2012-03-29,3,697,1117.543424,4300,1407,834,5299,6133
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,455,2012-03-30,3,415,994.2178759999999,5800,603,796,4663,5459
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,March,March,March,2012,other,NA,Clouds/Mist,other,NA,456,2012-03-31,3,509,1047.494448,7300,1072,2301,3934,6235
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,457,2012-04-01,4,556,1042.3837720000001,6700,737,2347,3694,6041
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,458,2012-04-02,4,556,1054.205028,5000,1340,1208,4728,5936
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,459,2012-04-03,4,603,1093.474348,3900,402,1348,5424,6772
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,460,2012-04-04,4,791,1176.6681999999998,4600,804,1058,5378,6436
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,461,2012-04-05,4,556,1058.424428,3700,938,1192,5265,6457
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,462,2012-04-06,4,462,1011.726652,3700,1340,1807,4653,6460
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,463,2012-04-07,4,556,1052.605124,2500,1206,3252,3605,6857
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,464,2012-04-08,4,697,1129.2433,2700,1005,2230,2939,5169
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,465,2012-04-09,4,650,1110.993528,3100,1541,905,4680,5585
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,466,2012-04-10,4,556,1064.2853479999999,4300,1072,819,5099,5918
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,467,2012-04-11,4,368,949.888744,4600,1273,482,4380,4862
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,468,2012-04-12,4,462,1008.070224,4600,1273,663,4746,5409
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,469,2012-04-13,4,556,1059.170048,4000,670,1252,5146,6398
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,470,2012-04-14,4,697,1124.123376,5000,804,2795,4665,7460
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,471,2012-04-15,4,932,1223.3995,5000,1005,2846,4286,7132
Monday,NA,other,Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,472,2012-04-16,4,1073,1270.8533,5600,1273,1198,5172,6370
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,473,2012-04-17,4,932,1251.850972,3900,1206,989,5702,6691
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,474,2012-04-18,4,603,1088.335928,5600,737,347,4020,4367
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,475,2012-04-19,4,697,1129.961176,6100,268,846,5719,6565
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,476,2012-04-20,4,744,1156.2359,6900,670,1340,5950,7290
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,477,2012-04-21,4,838,1187.6166759999999,6800,1273,2541,4083,6624
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Rain/Snow/Storm,other,NA,478,2012-04-22,4,462,1010.266624,8300,1541,120,907,1027
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,479,2012-04-23,4,321,908.1005,7600,1340,195,3019,3214
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,480,2012-04-24,4,509,1028.5071480000001,4500,1072,518,5115,5633
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,481,2012-04-25,4,650,1103.686452,4200,469,655,5541,6196
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,482,2012-04-26,4,697,1119.021948,7500,737,475,4551,5026
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,483,2012-04-27,4,603,1083.248372,4000,1541,1014,5219,6233
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,484,2012-04-28,4,415,996.3946239999999,4800,536,1120,3100,4220
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,April,April,April,2012,other,NA,Good,other,NA,485,2012-04-29,4,603,1080.339876,5800,469,2229,4075,6304
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,April,April,April,2012,other,NA,Clouds/Mist,other,NA,486,2012-04-30,4,603,1089.096576,5600,737,665,4907,5572
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,487,2012-05-01,5,932,1227.0362759999998,6500,670,653,5087,5740
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,488,2012-05-02,5,838,1181.807776,7900,603,667,5502,6169
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,489,2012-05-03,5,838,1181.0517519999999,7600,536,764,5657,6421
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,490,2012-05-04,5,979,1243.100052,7300,670,1069,5227,6296
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,491,2012-05-05,5,979,1235.806848,7500,670,2496,4387,6883
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,492,2012-05-06,5,838,1192.027972,7400,670,2135,4224,6359
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,493,2012-05-07,5,791,1169.3761519999998,6600,1005,1008,5265,6273
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,494,2012-05-08,5,885,1204.436476,6800,1273,738,4990,5728
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,495,2012-05-09,5,885,1199.2969,7400,938,620,4097,4717
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,496,2012-05-10,5,697,1128.5011480000003,5500,1407,1026,5546,6572
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,497,2012-05-11,5,791,1162.0829479999998,3600,1005,1319,5711,7030
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,498,2012-05-12,5,838,1189.808452,4800,536,2622,4807,7429
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,499,2012-05-13,5,932,1236.5351280000002,5700,1005,2172,3946,6118
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,500,2012-05-14,5,838,1195.6844,7800,938,342,2501,2843
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,501,2012-05-15,5,932,1226.3230239999998,7900,603,625,4490,5115
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,502,2012-05-16,5,979,1248.9470999999999,6900,536,991,6433,7424
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,503,2012-05-17,5,885,1221.940628,5200,1005,1242,6142,7384
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,504,2012-05-18,5,838,1197.0958759999999,5200,603,1521,6118,7639
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,505,2012-05-19,5,932,1215.345648,4500,335,3410,4884,8294
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,506,2012-05-20,5,979,1235.065852,5300,1139,2704,4425,7129
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,507,2012-05-21,5,932,1213.911052,8100,1005,630,3729,4359
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,508,2012-05-22,5,932,1231.4337000000003,7600,469,819,5254,6073
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,509,2012-05-23,5,979,1235.8114719999999,7700,402,766,4494,5260
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,510,2012-05-24,5,1026,1261.3452,7100,737,1059,5711,6770
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,511,2012-05-25,5,1073,1285.423524,7400,603,1417,5317,6734
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,512,2012-05-26,5,1120,1302.956576,7300,871,2855,3681,6536
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,513,2012-05-27,5,1120,1301.4873,6900,938,3283,3308,6591
Monday,NA,other,Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,514,2012-05-28,5,1167,1345.2707999999998,6700,871,2557,3486,6043
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,515,2012-05-29,5,1167,1337.978752,6800,1273,880,4863,5743
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Clouds/Mist,other,NA,516,2012-05-30,5,1026,1266.4651239999998,6700,603,745,6110,6855
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,May,May,May,2012,other,NA,Good,other,NA,517,2012-05-31,5,1073,1289.8163240000001,4900,871,1100,6238,7338
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Clouds/Mist,other,NA,518,2012-06-01,6,1026,1262.8040720000001,7500,1005,533,3594,4127
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,519,2012-06-02,6,885,1214.628928,5400,804,2795,5325,8120
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,520,2012-06-03,6,932,1224.853748,4900,804,2494,5147,7641
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,521,2012-06-04,6,932,1228.495148,4800,1273,1071,5927,6998
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Clouds/Mist,other,NA,522,2012-06-05,6,791,1167.931152,6100,938,968,6033,7001
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,523,2012-06-06,6,838,1186.889552,6100,335,1027,6028,7055
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,524,2012-06-07,6,932,1218.2749520000002,5600,670,1038,6456,7494
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,525,2012-06-08,6,1026,1251.128472,4600,737,1488,6248,7736
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,526,2012-06-09,6,1167,1309.512252,4300,603,2708,4790,7498
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,527,2012-06-10,6,1214,1327.025652,5300,536,2224,4374,6598
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Clouds/Mist,other,NA,528,2012-06-11,6,1167,1322.637476,5800,871,1017,5647,6664
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Clouds/Mist,other,NA,529,2012-06-12,6,1026,1251.1435000000001,8300,938,477,4495,4972
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,530,2012-06-13,6,1026,1266.451252,5800,1474,1173,6248,7421
Thursday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,531,2012-06-14,6,1026,1281.786748,5600,1139,1180,6183,7363
Friday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,532,2012-06-15,6,1026,1253.3156240000003,5800,737,1563,6102,7665
Saturday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,533,2012-06-16,6,979,1247.482448,5000,737,2963,4739,7702
Sunday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,534,2012-06-17,6,885,1221.2031,5900,603,2634,4344,6978
Monday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Clouds/Mist,other,NA,535,2012-06-18,6,838,1189.837352,7700,737,653,4446,5099
Tuesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,536,2012-06-19,6,1120,1316.8239520000002,6900,603,968,5857,6825
Wednesday,NA,other,Non-Holiday,other,NA,Summer,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,537,2012-06-20,6,1308,1393.4470999999999,5900,469,872,5339,6211
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,538,2012-06-21,6,1355,1429.9385519999998,5600,469,778,5127,5905
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,539,2012-06-22,6,1308,1397.0838760000001,5700,804,964,4859,5823
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,540,2012-06-23,6,1214,1314.6275520000002,5300,804,2657,4801,7458
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,541,2012-06-24,6,1214,1339.437624,4700,603,2551,4340,6891
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,542,2012-06-25,6,1167,1316.072552,5000,1340,1139,5640,6779
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,543,2012-06-26,6,979,1247.477824,3700,1541,1077,6365,7442
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,544,2012-06-27,6,1120,1300.755552,3600,1206,1077,6258,7335
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,545,2012-06-28,6,1261,1340.891872,4200,737,921,5958,6879
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,546,2012-06-29,6,1449,1469.3246279999998,4800,737,829,4634,5463
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,June,June,June,2012,other,NA,Good,other,NA,547,2012-06-30,6,1261,1354.7592479999998,6000,670,1455,4232,5687
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,548,2012-07-01,7,1402,1427.727124,5100,737,1421,4110,5531
