weekday,weekday_chr,weekday_fct,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month_ord,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,372,2012-01-07,1,10,29.286486,53,11,1070,3451,4521
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,373,2012-01-08,1,7,27.568772000000003,46,12,599,2826,3425
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,374,2012-01-09,1,2,24.414286,70,6,106,2270,2376
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,375,2012-01-10,1,6,26.840083999999997,64,12,173,3425,3598
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,376,2012-01-11,1,4,25.615914,84,8,92,2085,2177
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,377,2012-01-12,1,9,28.985892,80,12,269,3828,4097
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,378,2012-01-13,1,4,24.478308,50,25,174,3040,3214
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,379,2012-01-14,1,0,22.224958,45,12,333,2160,2493
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,380,2012-01-15,1,0,21.49525,41,16,284,2027,2311
1,Monday,Monday,1,Holiday,Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,381,2012-01-16,1,0,22.482542,52,15,217,2081,2298
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,382,2012-01-17,1,9,28.385452,71,23,127,2808,2935
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,383,2012-01-18,1,6,25.358636,44,27,109,3267,3376
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,384,2012-01-19,1,0,22.461292,49,14,130,3162,3292
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,385,2012-01-20,1,2,23.512572,45,13,115,3048,3163
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,386,2012-01-21,1,0,21.94575,83,14,67,1234,1301
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,387,2012-01-22,1,0,21.5165,79,13,196,1781,1977
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,388,2012-01-23,1,2,24.263972,91,7,145,2287,2432
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,389,2012-01-24,1,8,27.869672,83,8,439,3900,4339
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,390,2012-01-25,1,5,26.023913999999998,64,10,467,3803,4270
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,391,2012-01-26,1,8,28.1057,76,4,244,3831,4075
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,392,2012-01-27,1,11,30.123022,74,22,269,3187,3456
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,393,2012-01-28,1,6,27.096885999999998,54,14,775,3248,4023
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,394,2012-01-29,1,5,25.272514,31,16,558,2685,3243
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,395,2012-01-30,1,4,24.92925,40,14,126,3498,3624
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,396,2012-01-31,1,10,28.964778000000003,41,17,324,4185,4509
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,397,2012-02-01,2,14,31.862292,50,12,304,4275,4579
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,398,2012-02-02,2,10,29.565014,67,12,190,3571,3761
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,399,2012-02-03,2,6,26.517764,52,11,310,3841,4151
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,400,2012-02-04,2,4,25.27265,77,8,384,2448,2832
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,401,2012-02-05,2,4,24.993714,68,11,318,2629,2947
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,402,2012-02-06,2,5,26.078484000000003,62,10,206,3578,3784
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,403,2012-02-07,2,8,28.277535999999998,49,9,199,4176,4375
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,404,2012-02-08,2,4,25.058314000000003,72,8,109,2693,2802
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,405,2012-02-09,2,4,24.907592,56,13,163,3667,3830
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,406,2012-02-10,2,5,25.980972,54,7,227,3604,3831
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,407,2012-02-11,2,2,23.169477999999998,73,19,192,1977,2169
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,1,Good,Good,408,2012-02-12,2,-2,19.456372000000002,46,27,73,1456,1529
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,409,2012-02-13,2,2,23.749042,41,11,94,3328,3422
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,410,2012-02-14,2,7,27.354164,50,9,135,3787,3922
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,411,2012-02-15,2,8,27.955386,53,12,141,4028,4169
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,412,2012-02-16,2,6,27.225507999999998,75,6,74,2931,3005
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,413,2012-02-17,2,8,27.955386,63,13,349,3805,4154
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,1,Good,Good,414,2012-02-18,2,8,28.08445,53,12,1435,2883,4318
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,415,2012-02-19,2,5,25.036792,51,16,618,2071,2689
1,Monday,Monday,1,Holiday,Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,1,Good,Good,416,2012-02-20,2,5,25.295294,50,15,502,2627,3129
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,417,2012-02-21,2,5,26.033842,59,13,163,3614,3777
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,418,2012-02-22,2,10,29.350678000000002,56,15,394,4379,4773
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,419,2012-02-23,2,13,31.111164000000002,55,12,516,4546,5062
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,420,2012-02-24,2,11,29.973014,73,15,246,3241,3487
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,1,Good,Good,421,2012-02-25,2,5,24.69295,39,28,317,2415,2732
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Feb,February,1,2012,2012,1,Good,Good,422,2012-02-26,2,5,25.122472000000002,41,13,515,2874,3389
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,423,2012-02-27,2,9,28.170436000000002,49,17,253,4069,4322
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,1,Good,Good,424,2012-02-28,2,8,28.019849999999998,39,12,229,4134,4363
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Feb,February,1,2012,2012,2,Clouds/Mist,Clouds/Mist,425,2012-02-29,2,8,27.84798,80,12,65,1769,1834
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,426,2012-03-01,3,14,32.162614,61,15,325,4665,4990
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,427,2012-03-02,3,8,28.234628,65,9,246,2948,3194
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,428,2012-03-03,3,11,30.058728000000002,62,10,956,3110,4066
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,1,Good,Good,429,2012-03-04,3,7,26.302714,40,22,710,2713,3423
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,430,2012-03-05,3,3,24.199814,50,15,203,3130,3333
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,431,2012-03-06,3,4,24.671428,45,13,221,3735,3956
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,432,2012-03-07,3,10,29.0934,51,23,432,4484,4916
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,433,2012-03-08,3,16,33.836535999999995,56,29,486,4896,5382
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,434,2012-03-09,3,11,29.500822,40,27,447,4122,4569
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,1,Good,Good,435,2012-03-10,3,5,25.444077999999998,35,15,968,3150,4118
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,1,Good,Good,436,2012-03-11,3,9,28.22878,47,14,1658,3253,4911
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,437,2012-03-12,3,13,31.626128,48,13,838,4460,5298
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,438,2012-03-13,3,18,34.459586,61,15,762,5085,5847
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,439,2012-03-14,3,18,34.652978000000004,50,7,997,5315,6312
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,440,2012-03-15,3,18,34.11605,57,10,1005,5187,6192
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,441,2012-03-16,3,12,30.831786,84,7,548,3830,4378
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,442,2012-03-17,3,16,33.171564000000004,75,7,3155,4681,7836
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,443,2012-03-18,3,14,31.776000000000003,81,8,2207,3685,5892
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,444,2012-03-19,3,17,34.115914000000004,72,10,982,5171,6153
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,445,2012-03-20,3,18,34.310122,80,8,1051,5042,6093
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,446,2012-03-21,3,16,33.450772,82,6,1122,5108,6230
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,447,2012-03-22,3,18,34.073278,83,7,1334,5537,6871
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,448,2012-03-23,3,20,35.382278,69,7,2469,5893,8362
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,449,2012-03-24,3,15,32.548922000000005,88,12,1033,2339,3372
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,450,2012-03-25,3,12,30.874592,88,14,1532,3464,4996
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,451,2012-03-26,3,12,30.917499999999997,47,25,795,4763,5558
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,452,2012-03-27,3,7,26.732236,28,12,531,4571,5102
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,453,2012-03-28,3,14,32.012299999999996,48,19,674,5024,5698
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,1,Good,Good,454,2012-03-29,3,15,32.398336,43,21,834,5299,6133
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,455,2012-03-30,3,9,28.771113999999997,58,9,796,4663,5459
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Mar,March,1,2012,2012,2,Clouds/Mist,Clouds/Mist,456,2012-03-31,3,11,30.338072,73,16,2301,3934,6235
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,457,2012-04-01,4,12,30.187758000000002,67,11,2347,3694,6041
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,458,2012-04-02,4,12,30.535442,50,20,1208,4728,5936
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,459,2012-04-03,4,13,31.690421999999998,39,6,1348,5424,6772
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,460,2012-04-04,4,17,34.137299999999996,46,12,1058,5378,6436
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,461,2012-04-05,4,12,30.659542000000002,37,14,1192,5265,6457
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,462,2012-04-06,4,10,29.286078,37,20,1807,4653,6460
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,463,2012-04-07,4,12,30.488386,25,18,3252,3605,6857
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,464,2012-04-08,4,15,32.742450000000005,27,15,2230,2939,5169
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,465,2012-04-09,4,14,32.205692,31,23,905,4680,5585
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,466,2012-04-10,4,12,30.831922,43,16,819,5099,5918
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,467,2012-04-11,4,8,27.467316,46,19,482,4380,4862
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,468,2012-04-12,4,10,29.178536,46,19,663,4746,5409
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,469,2012-04-13,4,12,30.681472,40,10,1252,5146,6398
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,470,2012-04-14,4,15,32.591864,50,12,2795,4665,7460
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,471,2012-04-15,4,20,35.51175,50,15,2846,4286,7132
1,Monday,Monday,1,Holiday,Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,472,2012-04-16,4,23,36.90745,56,19,1198,5172,6370
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,473,2012-04-17,4,20,36.348558,39,18,989,5702,6691
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,474,2012-04-18,4,13,31.539292,56,11,347,4020,4367
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,475,2012-04-19,4,15,32.763564,61,4,846,5719,6565
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,476,2012-04-20,4,16,33.53635,69,10,1340,5950,7290
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,477,2012-04-21,4,18,34.459314,68,19,2541,4083,6624
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,478,2012-04-22,4,10,29.243136,83,23,120,907,1027
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,479,2012-04-23,4,7,26.23825,76,20,195,3019,3214
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,480,2012-04-24,4,11,29.779622,45,16,518,5115,5633
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,481,2012-04-25,4,14,31.990778,42,7,655,5541,6196
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,482,2012-04-26,4,15,32.441822,75,11,475,4551,5026
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,1,Good,Good,483,2012-04-27,4,13,31.389658,40,23,1014,5219,6233
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,484,2012-04-28,4,9,28.835136,48,8,1120,3100,4220
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Apr,April,1,2012,2012,1,Good,Good,485,2012-04-29,4,13,31.304114,58,7,2229,4075,6304
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Apr,April,1,2012,2012,2,Clouds/Mist,Clouds/Mist,486,2012-04-30,4,13,31.561664,56,11,665,4907,5572
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,487,2012-05-01,5,20,35.618714,65,10,653,5087,5740
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,488,2012-05-02,5,18,34.288464000000005,79,9,667,5502,6169
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,489,2012-05-03,5,18,34.266228,76,8,764,5657,6421
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,490,2012-05-04,5,21,36.091178,73,10,1069,5227,6296
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,491,2012-05-05,5,21,35.876672,75,10,2496,4387,6883
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,492,2012-05-06,5,18,34.589058,74,10,2135,4224,6359
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,493,2012-05-07,5,17,33.922827999999996,66,15,1008,5265,6273
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,494,2012-05-08,5,19,34.954014,68,19,738,4990,5728
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,495,2012-05-09,5,19,34.80285,74,14,620,4097,4717
